T,P,rho,h,cp,mu,k
875.0,23.5,65.68392473481333,3512666.326475831,2901.1422447087257,3.443764457166778e-05,0.10193610250254535
876.0,23.5,65.56436290723697,3515565.76482243,2897.7408445172646,3.4476054701399e-05,0.10202953123592212
877.0,23.5,65.44541744314462,3518461.8208733113,2894.377569945777,3.4514457881734605e-05,0.1021234820503773
878.0,23.5,65.3270824812435,3521354.5325055085,2891.0519252185454,3.455285403660525e-05,0.10221794961107261
879.0,23.5,65.20935224213075,3524243.9371044673,2887.7634229186615,3.4591243091893066e-05,0.10231292865612009
880.0,23.5,65.09222102679497,3527130.071572322,2884.511583813581,3.462962497538369e-05,0.1024084139951217
881.0,23.5,64.97568321515159,3530012.9723359994,2881.2959366850305,3.466799961671925e-05,0.1025044005077398
882.0,23.5,64.8597332646111,3532892.675355142,2878.1160181631226,3.47063669473528e-05,0.10260088314229907
883.0,23.5,64.74436570867879,3535769.2161298813,2874.9713725645524,3.474472690050374e-05,0.10269785691441642
884.0,23.5,64.62957515558621,3538642.6297084456,2871.8615517347844,3.4783079411114744e-05,0.10279531690566113
885.0,23.5,64.51535628695281,3541512.950694602,2868.7861148940856,3.482142441580936e-05,0.10289325826224056
886.0,23.5,64.40170385647669,3544380.213254967,2865.7446284873076,3.4859761852851225e-05,0.10299167619371333
887.0,23.5,64.28861268865462,3547244.4511261513,2862.736666037324,3.489809166210389e-05,0.103090565971727
888.0,23.5,64.17607767752969,3550105.69762177,2859.761808002,3.493641378499203e-05,0.1031899229287805
889.0,23.5,64.06409378546647,3552963.9856393035,2856.8196416346073,3.4974728164463474e-05,0.10328974245700935
890.0,23.5,63.95265604195261,3555819.3476668275,2853.909760847581,3.501303474495225e-05,0.10339002000699313
891.0,23.5,63.84175954242619,3558671.8157896013,2851.0317660795304,3.5051333472342656e-05,0.10349075108658456
892.0,23.5,63.731399447128666,3561521.4216965367,2848.1852641654136,3.5089624293934096e-05,0.10359193125975799
893.0,23.5,63.62157097998207,3564368.1966865156,2845.36986820979,3.512790715840706e-05,0.10369355614547768
894.0,23.5,63.51226942749027,3567212.171674623,2842.585197463048,3.516618201578975e-05,0.10379562141658412
895.0,23.5,63.40349013766358,3570053.377198206,2839.830877200563,3.5204448817425686e-05,0.10389812279869705
896.0,23.5,63.295228518966155,3572891.8434228506,2837.1065386046603,3.524270751594203e-05,0.1040010560691351
897.0,23.5,63.18748003928545,3575727.6001482327,2834.411818649352,3.528095806521886e-05,0.10410441705585001
898.0,23.5,63.080240224923564,3578560.67681385,2831.7463599877374,3.531920042035915e-05,0.10420820163637506
899.0,23.5,62.9735046596094,3581391.1025046525,2829.109810842009,3.535743453765941e-05,0.10431240573678603
900.0,23.5,62.86726898353162,3584218.905956541,2826.501824896002,3.539566037458125e-05,0.10441702533067398
901.0,23.5,62.7615288923915,3587044.1155617987,2823.9220611902037,3.543387788972355e-05,0.10452205643812851
902.0,23.5,62.65628013647551,3589866.759374377,2821.3701840191675,3.547208704279527e-05,0.10462749512472991
903.0,23.5,62.55151851974674,3592686.8651151103,2818.84586283126,3.551028779458912e-05,0.10473333750054976
904.0,23.5,62.447239898955424,3595504.4601768125,2816.348772130698,3.554848010695573e-05,0.10483957971915782
905.0,23.5,62.343440182767004,3598319.5716292993,2813.878591381778,3.558666394277852e-05,0.1049462179766339
906.0,23.5,62.24011533090847,3601132.2262242846,2811.4350049152863,3.562483926594919e-05,0.10505324851058354
907.0,23.5,62.13726135333172,3603942.450400207,2809.017701836999,3.566300604134383e-05,0.10516066759915607
908.0,23.5,62.034874309393956,3606750.270286966,2806.6263759382323,3.5701164234799604e-05,0.10526847156006228
909.0,23.5,61.93295030705435,3609555.7117105573,2804.2607256083757,3.573931381309199e-05,0.10537665674959101
910.0,23.5,61.831485502087226,3612358.800197626,2801.920453749391,3.577745474391263e-05,0.10548521956162238
911.0,23.5,61.73047609731026,3615159.5609799414,2799.605267692176,3.5815586995847676e-05,0.10559415642663506
912.0,23.5,61.62991834182887,3617958.018998789,2797.3148791147887,3.585371053835674e-05,0.10570346381070597
913.0,23.5,61.52980853029492,3620754.1989092655,2795.049003962466,3.589182534175224e-05,0.1058131382144993
914.0,23.5,61.43014300218023,3623548.125084521,2792.807362369382,3.592993137717932e-05,0.10592317617224223
915.0,23.5,61.33091814106463,3626339.8216198958,2790.5896785821324,3.5968028616596335e-05,0.10603357425068492
916.0,23.5,61.232130373937586,3629129.312337004,2788.395680884856,3.60061170327556e-05,0.10614432904804055
917.0,23.5,61.13377617051366,3631916.620787734,2786.2251015260017,3.6044196599184905e-05,0.1062554371929024
918.0,23.5,61.03585204256128,3634701.770258174,2784.0776766466597,3.60822672901691e-05,0.10636689534313322
919.0,23.5,60.93835454324443,3637484.783772468,2781.9531462104424,3.612032908073255e-05,0.10647870018472365
920.0,23.5,60.84128026647715,3640265.6840966083,2779.8512539348612,3.6158381946621644e-05,0.10659084843061271
921.0,23.5,60.744625846290326,3643044.493742152,2777.7717472241725,3.6196425864287896e-05,0.1067033368194667
922.0,23.5,60.648387956210726,3645821.234969879,2775.714377103653,3.6234460810871495e-05,0.10681616211440863
923.0,23.5,60.55256330865182,3648595.9297933783,2773.6788981552654,3.6272486764185106e-05,0.10692932110169165
924.0,23.5,60.45714865431619,3651368.599982569,2771.6650684546853,3.631050370269824e-05,0.10704281058930842
925.0,23.5,60.3621407816094,3654139.2670671684,2769.6726495096536,3.634851160552178e-05,0.10715662740552699
926.0,23.5,60.267536516064624,3656907.9523400953,2767.701406199626,3.6386510452393035e-05,0.10727076839734255
927.0,23.5,60.173332719778564,3659674.676860808,2765.751106716678,3.642450022366116e-05,0.10738523042883362
928.0,23.5,60.079526290857395,3662439.461458584,2763.821522507646,3.646248090027274e-05,0.10750001037940785
929.0,23.5,59.98611416287356,3665202.326735761,2761.9124282174726,3.6500452463758036e-05,0.10761510514192325
930.0,23.5,59.89309330433236,3667963.2930708867,2760.0236016337158,3.653841489621709e-05,0.10773051162066453
931.0,23.5,59.8004607181486,3670722.380621854,2758.154823632216,3.6576368180306694e-05,0.10784622672915539
932.0,23.5,59.70821344113288,3673479.60932895,2756.3058781238688,3.661431229922725e-05,0.10796224738778055
933.0,23.5,59.61634854348714,3676234.9989178665,2754.476552002499,3.665224723671011e-05,0.10807857052118959
934.0,23.5,59.52486312830993,3678988.56890266,2752.6666350937835,3.669017297700519e-05,0.10819519305544835
935.0,23.5,59.43375433111027,3681740.3385886606,2750.875920105237,3.6728089504868996e-05,0.10831211191489955
936.0,23.5,59.34301931933056,3684490.3270753263,2749.1042025771935,3.676599680555261e-05,0.10842932401868301
937.0,23.5,59.252655291878185,3687238.5532590477,2747.351280834786,3.680389486479031e-05,0.10854682627686243
938.0,23.5,59.16265947866566,3689985.0358359152,2745.616955940896,3.6841783668788217e-05,0.10866461558609096
939.0,23.5,59.07302914015871,3692729.7933044345,2743.901031650048,3.687966320421336e-05,0.10878268882473507
940.0,23.5,58.983761566933026,3695472.8439681875,2742.2033143632266,3.6917533458182886e-05,0.10890104284736193
941.0,23.5,58.89485407923854,3698214.205938468,2740.5236130835933,3.6955394418253565e-05,0.10901967447847198
942.0,23.5,58.806304026571645,3700953.8971368507,2738.861739373089,3.699324607241157e-05,0.10913858050533533
943.0,23.5,58.71810878725497,3703691.9352977355,2737.2175073098974,3.7031088409062384e-05,0.10925775766975579
944.0,23.5,58.63026576802472,3706428.3379708426,2735.5907334467424,3.706892141702113e-05,0.10937720265854814
945.0,23.5,58.54277240362509,3709163.1225236654,2733.9812367700188,3.710674508550287e-05,0.10949691209245638
946.0,23.5,58.45562615641015,3711896.306143879,2732.3888386597164,3.714455940411342e-05,0.10961688251317914
947.0,23.5,58.368824515952404,3714627.905841725,2730.8133628501346,3.718236436284007e-05,0.10973711036807125
948.0,23.5,58.28236499865837,3717357.938452338,2729.2546353913626,3.722015995204275e-05,0.10985759199197888
949.0,23.5,58.196245147390854,3720086.4206380425,2727.712484611507,3.725794616244537e-05,0.1099783235855058
950.0,23.5,58.110462531097646,3722813.3688906194,2726.1867410796567,3.729572298512721e-05,0.11009930118879656
951.0,23.5,58.02501474444694,3725538.799533518,2724.677237569561,3.733349041151464e-05,0.11022052064963513
952.0,23.5,57.93989940746877,3728262.7287240564,2723.1838090240094,3.737124843337303e-05,0.11034197758425779
953.0,23.5,57.85511416520269,3730985.1724555567,2721.7062925198966,3.740899704279873e-05,0.11046366732871964
954.0,23.5,57.77065668735166,3733706.146559479,2720.2445272339546,3.74467362322114e-05,0.1105855848778556
955.0,23.5,57.68652466794158,3736425.66670749,2718.7983544091426,3.748446599434639e-05,0.11070772480771772
956.0,23.5,57.602715824986845,3739143.7484135204,2717.367617321675,3.7522186322247294e-05,0.11083008117565646
957.0,23.5,57.519227900161525,3741860.4070357815,2715.9521612486774,3.755989720925873e-05,0.11095264738961734
958.0,23.5,57.436058658475964,3744575.6577787492,2714.5518334364506,3.759759864901933e-05,0.11107541603419921
959.0,23.5,57.353205887959234,3747289.515695116,2713.166483069344,3.763529063545471e-05,0.11119837863460251
960.0,23.5,57.27066739934632,3750001.995687713,2711.795961239196,3.767297316277079e-05,0.1113215253290353
961.0,23.5,57.188441025771205,3752713.1125114085,2710.4401209153702,3.7710646225447126e-05,0.11144484440211944
962.0,23.5,57.10652462246452,3755422.8807749646,2709.0988169153347,3.774830981823055e-05,0.11156832159975322
963.0,23.5,57.024916066456726,3758131.3149428717,2707.7719058757993,3.778596393612872e-05,0.11169193908584253
964.0,23.5,56.94361325628585,3760838.4293371607,2706.4592462243822,3.782360857440409e-05,0.11181567378203745
965.0,23.5,56.86261411171014,3763544.2381391614,2705.160698151813,3.786124372856773e-05,0.11193949457668437
966.0,23.5,56.781916573425754,3766248.755391279,2703.876123584638,3.7898869394373606e-05,0.11206335729188789
967.0,23.5,56.70151860278862,3768951.994998692,2702.6053861584305,3.793648556781264e-05,0.1121871947197354
968.0,23.5,56.62141818154127,3771653.9707310647,2701.3483511915024,3.797409224510722e-05,0.11231089412492168
969.0,23.5,56.541613311543834,3774354.696224203,2700.1048856590864,3.80116894227056e-05,0.11243423503755211
970.0,23.5,56.462102014509725,3777054.184981711,2698.874858167996,3.8049277097276535e-05,0.11255663958979711
971.0,23.5,56.3828823317453,3779752.450376607,2697.6581389317435,3.808685526570409e-05,0.11267278464051057
972.0,23.5,56.30395232389396,3782449.505652908,2696.4545997461146,3.812442392508235e-05,0.11280082084687948
973.0,23.5,56.22531007068428,3785145.3639272177,2695.2641139651796,3.816198307271059e-05,0.11292907285105495
974.0,23.5,56.146953670682386,3787840.0381902526,2694.086556477741,3.819953270608813e-05,0.11305753899198433
975.0,23.5,56.068881241047805,3790533.5413083867,2692.9218036842053,3.8237072822909697e-05,0.11318621762346297
976.0,23.5,55.991090917293974,3793225.886025133,2691.7697334738705,3.827460342106069e-05,0.11331510711395734
977.0,23.5,55.913580853051826,3795917.08496263,2690.6302252026144,3.83121244986125e-05,0.1134442058464296
978.0,23.5,55.83634921983764,3798607.1506231036,2689.50315967099,3.834963605381818e-05,0.11357351221816638
979.0,23.5,55.75939420682442,3801296.0953902784,2688.388419102704,3.838713808510783e-05,0.11370302464060858
980.0,23.5,55.68271402061678,3803983.931530823,2687.285887123482,3.842463059108452e-05,0.11383274153918543
981.0,23.5,55.606306885029454,3806670.671195709,2686.1954487403004,3.846211357051997e-05,0.11396266135314956
982.0,23.5,55.530171040869405,3809356.3264216096,2685.116990320995,3.849958702235045e-05,0.1140927825354156
983.0,23.5,55.45430474572125,3812040.909132227,2684.050399574223,3.8537050945672825e-05,0.11422310355240098
984.0,23.5,55.37870627373576,3814724.431139643,2682.99556552977,3.8574505339740506e-05,0.11435362288386881
985.0,23.5,55.30337391542231,3817406.9041456184,2681.952378519216,3.8611950203959834e-05,0.11448433902277382
986.0,23.5,55.22830597744391,3820088.339742883,2680.92073015693,3.8649385537886056e-05,0.11461525047510963
987.0,23.5,55.153500782415705,3822768.7494164263,2679.9005133213923,3.868681134121985e-05,0.11474635575975949
988.0,23.5,55.07895666870657,3825448.14454473,2678.891622136848,3.8724227613803684e-05,0.11487765340834809
989.0,23.5,55.004671990243764,3828126.5364010218,2677.8939519552746,3.8761634355618256e-05,0.11500914196509644
990.0,23.5,54.93064511632043,3830803.936154483,2676.907399338663,3.879903156677913e-05,0.11514081998667854
991.0,23.5,54.856874431406226,3833480.3548714574,2675.9318620415975,3.8836419247533376e-05,0.11527268604208016
992.0,23.5,54.78335833496087,3836155.803516636,2674.9672389941456,3.887379739825621e-05,0.11540473871245974
993.0,23.5,54.71009524125021,3838830.2929542135,2674.013430285027,3.8911166019447905e-05,0.11553697659101134
994.0,23.5,54.637083579165484,3841503.8339490504,2673.0703371450804,3.894852511173055e-05,0.1156693982828299
995.0,23.5,54.56432179204501,3844176.4371678,2672.137861931009,3.898587467584505e-05,0.11580200240477759
996.0,23.5,54.49180833749875,3846848.113180031,2671.215908109399,3.902321471264813e-05,0.1159347875853534
997.0,23.5,54.41954168723547,3849518.8724593236,2670.304380241016,3.906054522310927e-05,0.11606775246456322
998.0,23.5,54.3475203268923,3852188.725384366,2669.403183965353,3.909786620830809e-05,0.11620089569379317
999.0,23.5,54.27574275586725,3854857.682240009,2668.512225985455,3.913517766943127e-05,0.11633421593568348
1000.0,23.5,54.20420748715371,3857525.75321834,2667.631414052985,3.917247960777001e-05,0.1164677118640051
500.0,24.0,849.7640154422461,981359.5995173565,4505.253265711371,0.00012330517600059727,0.6591201731749334
501.0,24.0,848.5419930345095,985867.5599077004,4510.679017838413,0.0001227571157560127,0.6582971061757464
502.0,24.0,847.3144838564943,990380.9807420471,4516.17433792045,0.00012221369889425055,0.6574658006114024
503.0,24.0,846.0814414773362,994899.9321455541,4521.740344976678,0.00012167484538044042,0.6566262627410929
504.0,24.0,844.8428185116386,999424.4853764054,4527.378186226024,0.00012114047637392262,0.6557784981536838
505.0,24.0,843.5985665982541,1003954.712854508,4533.089037988432,0.00012061051420028321,0.6549225117643728
506.0,24.0,842.3486363783479,1008490.6881910003,4538.874106621158,0.00012008488232393357,0.6540583078106482
507.0,24.0,841.0929774727194,1013032.4862188064,4544.734629492362,0.0001195635053212219,0.6531858898475587
508.0,24.0,839.8315384583359,1017580.1830241604,4550.671875992651,0.00011904630885404703,0.6523052607422722
509.0,24.0,838.5642668440736,1022133.8559791115,4556.687148587735,0.00011853321964396775,0.6514164226679966
510.0,24.0,837.2911090456021,1026693.5837751853,4562.781783912815,0.0001180241654467774,0.6505193770972013
511.0,24.0,836.0120103594141,1031259.4464580928,4568.9571539118315,0.00011751907502753686,0.649614124794186
512.0,24.0,834.7269149359296,1035831.5254636266,4575.214667022524,0.0001170178781360388,0.6487006658069787
513.0,24.0,833.4357657516674,1040409.9036547934,4581.555769410923,0.00011652050548269214,0.6477789994585628
514.0,24.0,832.1385045804236,1044994.6653601505,4587.981946256459,0.00011602688871480494,0.6468491243374257
515.0,24.0,830.8350719634274,1049585.8964135053,4594.494723090485,0.00011553696039325184,0.6459110382874249
516.0,24.0,829.5254071784393,1054183.6841949422,4601.095667191297,0.00011505065396950934,0.6449647383969689
517.0,24.0,828.2094482077123,1058788.1176733074,4607.78638903808,0.0001145679037630349,0.6440102209874641
518.0,24.0,826.8871317048252,1063399.287450153,4614.568543826211,0.0001140886449389872,0.6430474816010845
519.0,24.0,825.5583929602768,1068017.2858052372,4621.443833048191,0.0001136128134862549,0.6420765149877586
520.0,24.0,824.223165865844,1072642.2067436553,4628.414006142338,0.00011314034619579088,0.6410973150914404
521.0,24.0,822.8813828776044,1077274.1460446112,4635.480862213293,0.00011267118063922665,0.6401098750355739
522.0,24.0,821.5329749776072,1081913.2013120013,4642.646251827885,0.00011220525514775723,0.6391141871077947
523.0,24.0,820.1778716340903,1086559.4720268005,4649.912078890028,0.00011174250879127285,0.6381102427437729
524.0,24.0,818.8160007602237,1091213.0596013605,4657.280302599098,0.00011128288135773005,0.6370980325102472
525.0,24.0,817.4472886712745,1095874.0674357319,4664.752939495733,0.00011082631333273786,0.6360775460871586
526.0,24.0,816.0716600401361,1100542.6009760706,4672.332065600035,0.000110372745879343,0.6350487722488796
527.0,24.0,814.6890378511805,1105218.7677752038,4680.019818646649,0.00010992212081800963,0.6340116988445296
528.0,24.0,813.299343352295,1109902.6775555338,4687.818400422141,0.0001094743806067584,0.6329663127773015
529.0,24.0,811.9024960050707,1114594.4422742839,4695.730079210174,0.0001090294683214612,0.6319125999827777
530.0,24.0,810.4984134330383,1119294.1761912757,4703.757192350086,0.0001085873276362708,0.6308505454062151
531.0,24.0,809.0870113678623,1124001.995939297,4711.902148915129,0.00010814790280416806,0.629780132978733
532.0,24.0,807.6682035933958,1128718.020597257,4720.167432517069,0.00010771113863760775,0.6287013455923703
533.0,24.0,806.2419018875038,1133442.3717661437,4728.555604243895,0.00010727698048924902,0.6276141650739737
534.0,24.0,804.8080159615336,1138175.1736480724,4737.069305738222,0.00010684537423274735,0.6265185721578456
535.0,24.0,803.3664533973473,1142916.5531283848,4745.711262423967,0.00010641626624359716,0.625414546457142
536.0,24.0,801.9171195817416,1147666.6398611686,4754.484286890306,0.00010598960337999085,0.6243020664338844
537.0,24.0,800.4599176382225,1152425.5663581484,4763.39128244104,0.00010556533296370054,0.6231811093676549
538.0,24.0,798.9947483559001,1157193.4680812352,4772.435246819445,0.00010514340276093416,0.622051651322771
539.0,24.0,797.5215101154248,1161970.4835389527,4781.619276118723,0.00010472376096316192,0.6209136671139767
540.0,24.0,796.0400988118226,1166756.7543867764,4790.94656888866,0.00010430635616789521,0.6197671302705507
541.0,24.0,794.5504077740243,1171552.4255317554,4800.420430449945,0.00010389113735938072,0.6186120129987348
542.0,24.0,793.0523276809724,1176357.645241525,4810.044277428981,0.00010347805388920306,0.61744828614245
543.0,24.0,791.5457464740938,1181172.5652579768,4819.821642525953,0.00010306705545676052,0.6162759191421705
544.0,24.0,790.030549265978,1185997.3409158133,4829.756179530296,0.0001026580920895997,0.6150948799919188
545.0,24.0,788.506618245052,1190832.1312662594,4839.851668598701,0.00010225111412357687,0.613905135194252
546.0,24.0,786.9738325760312,1195677.0992061924,4850.112021811831,0.00010184607218282175,0.6127066497131572
547.0,24.0,785.4320682959466,1200532.4116129505,4860.541289026911,0.00010144291715947813,0.6114993869247589
548.0,24.0,783.8811982054953,1205398.2394851767,4871.143664044843,0.00010104160019319099,0.6102833085657192
549.0,24.0,782.3210917554784,1210274.7580899748,4881.9234911115855,0.00010064207265031314,0.6090583746792425
550.0,24.0,780.7516149280251,1215162.1471167682,4892.885271775178,0.00010024428610279176,0.6078245435584981
551.0,24.0,779.1726301123689,1220060.5908381757,4904.033672121064,9.984819230671471e-05,0.6065817716874236
552.0,24.0,777.5839959748417,1224970.2782783255,4915.373530411013,9.945374318047355e-05,0.6053300136787017
553.0,24.0,775.9855673227614,1229891.4033890506,4926.909865150834,9.906089078250623e-05,0.6040692222087877
554.0,24.0,774.3771949618862,1234824.1652343373,4938.647883616729,9.866958728858709e-05,0.6027993479498397
555.0,24.0,772.7587255470643,1239768.7681835762,4950.592990869967,9.827978496861848e-05,0.6015203394983809
556.0,24.0,771.1300014256876,1244725.4221140516,4962.75079929305,9.789143616288542e-05,0.6002321433005228
557.0,24.0,769.4908604735307,1249694.342623284,4975.127138683474,9.750449325772388e-05,0.5989347035735597
558.0,24.0,767.8411359225323,1254675.7512517173,4987.728066942949,9.711890866055766e-05,0.5976279622237388
559.0,24.0,766.180656180051,1259669.8757164457,5000.5598814038485,9.673463477425326e-05,0.5963118587600056
560.0,24.0,764.5092446390804,1264676.950156583,5013.629130837907,9.635162397073778e-05,0.5949863302034919
561.0,24.0,762.8267194788648,1269697.2153910112,5026.9426281955475,9.59698285638195e-05,0.5936513109925006
562.0,24.0,761.1328934553667,1274730.9191892562,5040.507464128572,9.558920078115686e-05,0.5923067328827559
563.0,24.0,759.4275736809361,1279778.3165562835,5054.331021353196,9.52096927353054e-05,0.5909525248426342
564.0,24.0,757.7105613925007,1284839.6700321473,5068.420989915577,9.48312563937711e-05,0.5895886129430791
565.0,24.0,755.9816517076058,1289915.2500073113,5082.785383426621,9.445384354800509e-05,0.5882149202419245
566.0,24.0,754.2406333674568,1295005.3350548109,5097.432556339586,9.407740578124526e-05,0.5868313666622411
567.0,24.0,752.4872884662122,1300110.2122801528,5112.371222350006,9.370189443513565e-05,0.5854378688644186
568.0,24.0,750.721392165567,1305230.1776902827,5127.6104740043265,9.33272605750191e-05,0.5840343401115607
569.0,24.0,748.942712393693,1310365.5365827894,5143.159803612152,9.295345495380869e-05,0.5826206901277937
570.0,24.0,747.1510095275072,1315516.60395667,5159.029125564965,9.258042797433827e-05,0.581196824949097
571.0,24.0,745.3460360571019,1320683.704946235,5175.228800174795,9.220812965006508e-05,0.5797626467661207
572.0,24.0,743.5275362311731,1325867.1752796064,5191.769659155556,9.183650956401348e-05,0.5783180537585674
573.0,24.0,741.6952456821139,1331067.361763601,5208.663032883009,9.146551682582166e-05,0.5768629399205574
574.0,24.0,739.8488910293357,1336284.6227968195,5225.920779581845,9.109510002674505e-05,0.5753971948764104
575.0,24.0,737.9881894593127,1341519.3289129555,5243.555316602752,9.072520719246548e-05,0.5739207036862456
576.0,24.0,736.1128482806631,1346771.8633564913,5261.579653969575,9.035578573353665e-05,0.5724333466407163
577.0,24.0,734.2225644524561,1352042.622693167,5280.007430393628,8.998678239328078e-05,0.5709349990441873
578.0,24.0,732.3170240837533,1357332.01745779,5298.852951974977,8.96181431929351e-05,0.5694255309855429
579.0,24.0,730.3959019022946,1362640.472842174,5318.1312338301495,8.924981337384085e-05,0.5679048070958638
580.0,24.0,728.4588606899124,1367968.4294262882,5337.858044915049,8.888173733642594e-05,0.5663726862920035
581.0,24.0,726.5055506821788,1373316.3439559618,5358.049956338535,8.851385857573187e-05,0.5648290215051501
582.0,24.0,724.535608929458,1378684.6901707654,5378.724393496256,8.814611961319856e-05,0.5632736593933023
583.0,24.0,722.5486586163362,1384073.9596860805,5399.899692389711,8.77784619244016e-05,0.5617064400365467
584.0,24.0,720.5443083360162,1389484.6629337776,5421.5951605408945,8.7410825862392e-05,0.5601271966138731
585.0,24.0,718.5221513160778,1394917.330166268,5443.831142955956,8.704315057628037e-05,0.5585357550602612
586.0,24.0,716.4817645914628,1400372.5125292693,5466.629093650264,8.667537392463868e-05,0.5569319337025305
587.0,24.0,714.4227081202916,1405850.78320911,5490.011653305386,8.630743238327718e-05,0.5553155428724534
588.0,24.0,712.3445238375316,1411352.738660997,5514.002733702118,8.593926094688701e-05,0.5536863844953783
589.0,24.0,710.2467346410781,1416878.9999254525,5538.627609652641,8.557079302399323e-05,0.552044251652541
590.0,24.0,708.1288433042173,1422430.2140407197,5563.913019249887,8.52019603246044e-05,0.5503889281150531
591.0,24.0,705.9903313077367,1428007.055559995,5589.887273357631,8.483269273986446e-05,0.5487201878473509
592.0,24.0,703.8306575842499,1433610.2281831638,5616.580375389278,8.44629182129498e-05,0.5470377944777395
593.0,24.0,701.6492571663642,1439240.4665139772,5644.0241525673555,8.409256260034266e-05,0.545341500733382
594.0,24.0,699.4455397294325,1444898.537954784,5672.25240001887,8.372154952253312e-05,0.5436310478369011
595.0,24.0,697.218888018425,1450585.2447524013,5701.301039257384,8.334980020306191e-05,0.541906164861435
596.0,24.0,694.9686561472632,1456301.4262103946,5731.208292823882,8.297723329470068e-05,0.5401665680407418
597.0,24.0,692.6941677574094,1462047.9610849111,5762.0148771233235,8.260376469139433e-05,0.5384119600305707
598.0,24.0,690.3947140208669,1467825.7701834217,5793.764215797857,8.222930732442078e-05,0.5366420291171553
599.0,24.0,688.0695514707769,1473635.8191882037,5826.502676338516,8.185377094101233e-05,0.5348564483683002
600.0,24.0,685.7178996405994,1479479.1217293185,5860.279833058245,8.147706186345256e-05,0.5330548747220751
601.0,24.0,683.3389384900916,1485356.742735272,5895.148760049758,8.109908272635753e-05,0.5312369480075342
602.0,24.0,680.9318055935098,1491269.802093316,5931.166358335103,8.071973218956675e-05,0.5294022898914637
603.0,24.0,678.4955930616826,1497219.4786560165,5968.393722114449,8.033890462365455e-05,0.5275505027444014
604.0,24.0,676.0293441656128,1503207.0146359757,6006.896549843351,7.995648976465206e-05,0.5256811684185209
605.0,24.0,673.5320496243929,1509233.7204367854,6046.7456068499105,7.957237233405183e-05,0.5237938469292063
606.0,24.0,671.0026435144603,1515300.9799756238,6088.017247374314,7.918643161954686e-05,0.5218880750312102
607.0,24.0,668.4399987506818,1521410.2565613464,6130.79400530445,7.879854101127049e-05,0.5199633646794405
608.0,24.0,665.8429220816573,1527563.099402228,6175.165264557822,7.84085674874291e-05,0.5180192013631838
609.0,24.0,663.2101485325012,1533761.1508291129,6221.228022058646,7.801637104226398e-05,0.516055042301572
610.0,24.0,660.5403352171181,1540006.1543342287,6269.087758671507,7.76218040480772e-05,0.5140703144866483
611.0,24.0,657.8320544289546,1546299.9635423042,6318.859436355214,7.72247105416877e-05,0.5120644125590809
612.0,24.0,655.0837859034916,1552644.5522509068,6370.66864330786,7.682492542402408e-05,0.5100366964999749
613.0,24.0,652.2939081270114,1559042.025700526,6424.65291312519,7.642227355959604e-05,0.5079864891206064
614.0,24.0,649.4606885438205,1565494.6332636287,6480.963249152807,7.601656876024966e-05,0.5059130733301791
615.0,24.0,646.5822724872395,1572004.7827759068,6539.765891501172,7.560761263481358e-05,0.5038156891599579
616.0,24.0,643.6566706273187,1578575.0567743776,6601.244371873284,7.519519328288835e-05,0.5016935305203665
617.0,24.0,640.681744689247,1585208.2309564783,6665.60191077465,7.477908380700589e-05,0.4995457416660388
618.0,24.0,637.6551911493154,1591907.2952345663,6733.064223261781,7.43590406125511e-05,0.4973714133425732
619.0,24.0,634.574522557952,1598675.4778333653,6803.882813704245,7.393480145897303e-05,0.49516957858792604
620.0,24.0,631.4370460699664,1605516.2729666056,6878.3388577890755,7.350608321877395e-05,0.4929392081617934
621.0,24.0,628.2398386767752,1612433.4727385438,6956.747792137316,7.307257929211956e-05,0.4906792055778465
622.0,24.0,624.9797185315539,1619431.2040491444,7039.46475961853,7.263395661449718e-05,0.4883884017180424
623.0,24.0,621.6532116298852,1626513.9714470182,7126.891093373469,7.21898521820116e-05,0.486065549015781
624.0,24.0,618.2565129501996,1633686.707078257,7219.48206679791,7.173986900318792e-05,0.4837093152077402
625.0,24.0,614.7854409619151,1640954.8291335437,7317.756193168496,7.128357136676212e-05,0.48131827667529803
626.0,24.0,611.2353841639258,1648324.3105144852,7422.306431085581,7.082047929085481e-05,0.478890911429074
627.0,24.0,607.6012380088674,1655801.7598408922,7533.813745768614,7.035006198894462e-05,0.47642559184033456
628.0,24.0,603.8773301806291,1663394.517429295,7653.063598854102,6.987173015040613e-05,0.47392057729869863
629.0,24.0,600.0573316997643,1671110.7695225033,7780.966101122733,6.938482678581762e-05,0.47137400708930516
630.0,24.0,596.1341507006954,1678959.684886721,7918.580778430216,6.888861632669937e-05,0.46878227860411203
631.0,24.0,592.0998049100083,1686951.5789805169,8067.147192932458,6.838227159153627e-05,0.46614649738273783
632.0,24.0,587.9452677926239,1695098.1123304288,8228.12306225436,6.786485812888989e-05,0.4634626961528284
633.0,24.0,583.6602819305558,1703412.531651468,8403.2320791604,6.733531531553992e-05,0.46072848615087014
634.0,24.0,579.2331313215078,1711909.9648239785,8594.52443399471,6.679243341006103e-05,0.45794135435089817
635.0,24.0,574.6503617270463,1720607.7843778776,8804.454214053028,6.623482552052945e-05,0.45509868271248965
636.0,24.0,569.896434639408,1729526.0591121186,9035.97962390284,6.566089310789098e-05,0.45219778449751963
637.0,24.0,564.9532953443337,1738688.1206598966,9292.694737839907,6.506878316210806e-05,0.44923596761043577
