-1.5	-24	-3.92359838619840E+05
-1.5	-23	5.15265738272700E+05
-1.5	-19	4.04824431610480E+04
-1.5	-13	-3.21937903796880E+02
-1.5	-11	9.69614242186940E+01
-1.5	-10	-2.28678463717730E+01
-1.25	-19	-4.49429142435800E+05
-1.25	-15	-5.01162993392900E+03
-1.25	-6	3.56844635600150E-01
-1	-26	4.42353356463440E+04
-1	-21	-1.36733888117080E+04
-1	-17	4.21632602078640E+05
-1	-16	2.25169258374750E+04
-1	-9	4.74421499089760E+02
-1	-8	-1.49313079549530E+02
-0.75	-15	-1.97811263204520E+05
-0.75	-14	-2.35543994707600E+04
-0.5	-26	-1.90706164076380E+04
-0.5	-13	5.53756698831640E+04
-0.5	-9	3.82936914373630E+03
-0.5	-7	-6.03918605805670E+02
-0.25	-27	1.93631026203310E+03
-0.25	-25	4.26606436986100E+03
-0.25	-11	-5.97806388727180E+03
-0.25	-6	-7.04014638430400E+02
0.25	1	3.38367539686780E+02
0.25	4	2.08627866351870E+01
0.25	8	3.38341729964970E+01
0.25	11	-4.31244284148930E+01
0.5	0	1.66537913564120E+02
0.5	1	-1.39862634776000E+02
0.5	5	-7.88495479998720E-01
0.5	6	7.21324117538720E+00
0.5	10	-5.97548393982830E+00
0.5	14	-1.21413589539040E+01
0.5	16	2.32270967335690E+01
0.75	0	-1.05384635662000E+01
0.75	4	2.07189254965020E+01
0.75	9	-7.21931552604270E+00
0.75	17	2.07480915729200E+01
1	7	-1.83406579113790E+01
1	18	2.90362723486960E+01
1.25	3	2.10375278938960E-01
1.25	15	2.56812397297490E+00
1.5	5	-1.27990029337810E+01
1.5	18	-8.21981026520180E+00

